theme,count,indicator
TAX_POLITICAL_PARTY_NATIONAL_BOLSHEVIK_PARTY,1,
TAX_TERROR_GROUP_ARABIAN_KNIGHTS,1,
TAX_WORLDLANGUAGES_DAWANA,1,
TAX_WORLDLANGUAGES_IWERE,1,
TAX_WORLDMAMMALS_RED_SQUIRREL,1,
TAX_WORLDLANGUAGES_CHUBA,1,
TAX_WORLDLANGUAGES_TIGRINYA,1,
TAX_WORLDLANGUAGES_FIJIANS,1,
TAX_ETHNICITY_FIJIANS,1,
TAX_WORLDBIRDS_DEMOISELLE_CRANES,1,
WB_3009_CULTURAL_SERVICES,1,
TAX_WORLDBIRDS_KESTREL,1,
TAX_RELIGION_ZIONIST_CHRISTIAN,1,
TAX_ETHNICITY_ETHIOPIAN_JEWS,1,
TAX_FNCACT_BAGMEN,1,
TAX_TERROR_GROUP_PATTALI_MAKKAL_KATCHI,1,
TAX_POLITICAL_PARTY_PATTALI_MAKKAL_KATCHI,1,
TAX_DISEASE_PREMENSTRUAL_SYNDROME,1,
TAX_DISEASE_POSTURAL_ORTHOSTATIC_TACHYCARDIA_SYNDROME,1,
TAX_POLITICAL_PARTY_INDIAN_UNION_MUSLIM_LEAGUE,1,
TAX_DISEASE_DYSAUTONOMIA,1,
TAX_DISEASE_MYOCARDIAL_INFLAMMATION,1,
TAX_DISEASE_DYSBIOSIS,1,
TAX_WORLDFISH_DEMOISELLE,1,
TAX_DISEASE_BRAIN_CONCUSSION,1,
TAX_WORLDBIRDS_INDIAN_BUSTARD,1,
WB_2407_LIVING_LABS,1,
TAX_WORLDREPTILES_DESERT_SPINY_LIZARD,1,
TAX_FNCACT_STAGE_MANAGER,1,
TAX_WORLDLANGUAGES_INUITS,1,
TAX_FNCACT_WEEKEND_WARRIOR,1,
TAX_ETHNICITY_INUITS,1,
TAX_WORLDLANGUAGES_POTAWATOMI,1,
TAX_WORLDBIRDS_COMMON_CRANES,1,
TAX_WORLDMAMMALS_CHITAL,1,
TAX_DISEASE_CRETINISM,1,
TAX_WORLDFISH_SEA_SNAIL,1,
TAX_WORLDLANGUAGES_MALON,1,
TAX_TERROR_GROUP_HARKAT_UL_JIHAD_AL_ISLAMI,1,
TAX_WORLDLANGUAGES_KRIANG,1,
TAX_WORLDLANGUAGES_CHAURASIA,1,
TAX_WORLDLANGUAGES_KARELY,1,
TAX_WORLDLANGUAGES_BUMBONG,1,
TAX_AIDGROUPS_AUSTRALIAN_AGENCY_FOR_INTERNATIONAL_DEVELOPMENT,1,
TAX_WORLDBIRDS_BLYTH_REED_WARBLER,1,
TAX_WORLDMAMMALS_PHILIPPINE_TARSIER,1,
TAX_WORLDMAMMALS_PYGMY_TARSIERS,1,
TAX_WORLDLANGUAGES_SOUTHERN_LISU,1,
TAX_WORLDLANGUAGES_LISAW,1,
TAX_WORLDLANGUAGES_NAMBI,1,
TAX_TERROR_GROUP_SOCIAL_RESISTANCE,1,
TAX_WORLDLANGUAGES_CHAGAS,1,
TAX_DISEASE_CHAGAS_DISEASE,1,
TAX_WORLDLANGUAGES_BOKKOS,1,
TAX_WORLDBIRDS_SILVERBIRD,1,
TAX_DISEASE_RESPIRATORY_SYNCYTIAL_VIRUS,1,
TAX_ETHNICITY_GAMO,1,
TAX_DISEASE_BACTERIAL_MENINGITIS,1,
TAX_TERROR_GROUP_SUDAN_PEOPLE_LIBERATION_ARMY,1,
TAX_WORLDLANGUAGES_NJUGUNA,1,
TAX_WORLDLANGUAGES_KURMI,1,
TAX_WORLDLANGUAGES_KARAMA,1,
TAX_TERROR_GROUP_ISLAMIC_JIHAD_FOR_THE_LIBERATION,1,
TAX_TERROR_GROUP_MOHAMMED_ARMY,1,
TAX_WORLDLANGUAGES_LAMJUNG,1,
TAX_WORLDINSECTS_HESSIAN_FLY,1,
MANMADE_DISASTER_STRUCTURAL_FAILURE,1,
TAX_DISEASE_SURRA,1,
TAX_WORLDBIRDS_TUFTED_DUCKS,1,
TAX_WORLDINSECTS_APHID,1,
TAX_WORLDLANGUAGES_BENTONG,1,
TAX_WORLDLANGUAGES_BINJI,1,
TAX_WORLDLANGUAGES_NAMEN,1,
TAX_DISEASE_TRYPANOSOMA_EVANSI,1,
TAX_WORLDLANGUAGES_ASHTIANI,1,
TAX_AGRICULHARMINSECTS_BLISTER_BEETLE,1,
TAX_WORLDINSECTS_BLISTER_BEETLE,1,
TAX_AGRICULHARMINSECTS_WIREWORMS,1,
TAX_WORLDINSECTS_WIREWORMS,1,
TAX_AGRICULHARMINSECTS_SCALE_INSECTS,1,
TAX_AGRICULHARMINSECTS_HESSIAN_FLY,1,
TAX_WORLDINSECTS_SCALE_INSECTS,1,
TAX_AGRICULHARMINSECTS_CUTWORMS,1,
WB_1592_FAMILY_ALLOWANCE,1,
TAX_WORLDINSECTS_CUTWORMS,1,
TAX_DISEASE_NUT_ALLERGY,1,
TAX_AGRICULHARMINSECTS_AULACOPHORA,1,
TAX_WORLDINSECTS_AULACOPHORA,1,
TAX_AGRICULHARMINSECTS_BACTROCERA,1,
TAX_WORLDINSECTS_BACTROCERA,1,
TAX_AGRICULHARMINSECTS_MEXICAN_BEAN_BEETLE,1,
TAX_WORLDINSECTS_MEXICAN_BEAN_BEETLE,1,
TAX_POLITICAL_PARTY_FREEDOM_FRONT,1,
TAX_FNCACT_CHAIRWOMEN,1,
TAX_FNCACT_CLOCKMAKER,1,
TAX_TERROR_GROUP_AHMAD_JIBRIL,1,
TAX_TERROR_GROUP_SONS_OF_MARTYRS,1,
TAX_TERROR_GROUP_ARMY_OF_THE_RIGHTEOUS,1,
TAX_WORLDLANGUAGES_CHAMI,1,
TAX_TERROR_GROUP_MOVEMENT_FOR_NATIONAL_LIBERATION,1,
TAX_WORLDLANGUAGES_KHIAMNIUNGANS,1,
TAX_TERROR_GROUP_REVOLUTIONARY_JUSTICE_ORGANIZATION,1,
TAX_TERROR_GROUP_MARWAN_HADID_BRIGADE,1,
TAX_WORLDFISH_SWALLOWERS,1,
TAX_WORLDBIRDS_WILD_TURKEYS,1,
TAX_WORLDMAMMALS_EASTERN_COTTONTAILS,1,
TAX_TERROR_GROUP_PARTY_OF_GOD,1,
TAX_POLITICAL_PARTY_JHARKHAND_MUKTI_MORCHA,1,
TAX_TERROR_GROUP_MUJAO,1,
TAX_TERROR_GROUP_NEW_IRISH_REPUBLICAN_ARMY,1,
TAX_TERROR_GROUP_FUERZAS_ARMADAS_REVOLUCIONARIAS,1,
WB_2501_COMBATANT_AND_VETERAN_SUICIDE,1,
WB_2497_COMBATANTS_AND_VETERANS,1,
TAX_WORLDLANGUAGES_DAYAKS,1,
TAX_WORLDLANGUAGES_ALLAR,1,
TAX_WORLDLANGUAGES_KERAK,1,
TAX_ETHNICITY_DAYAKS,1,
TAX_DISEASE_STAMMERING,1,
TAX_TERROR_GROUP_UNITED_FRONT_FOR_DEMOCRACY_AGAINST,1,
TAX_FNCACT_ALTAR_BOYS,1,
TAX_WORLDLANGUAGES_ANSU,1,
TAX_TERROR_GROUP_JUNDULLAH,1,
TAX_WORLDLANGUAGES_KAPIN,1,
TAX_WORLDLANGUAGES_SHULI,1,
TAX_WORLDMAMMALS_WHITETAILED_DEER,1,
TAX_WORLDFISH_YELLOWTAIL_AMBERJACK,1,
TAX_WORLDLANGUAGES_MADRASSIS,1,
TAX_WORLDLANGUAGES_IMASI,1,
TAX_FNCACT_MAMASAN,1,
TAX_TERROR_GROUP_REVOLUTIONARY_PEOPLE_STRUGGLE,1,
TAX_DISEASE_TETANUS,1,
TAX_TERROR_GROUP_SOLDIERS_OF_THE_CALIPHATE,1,
TAX_WORLDLANGUAGES_NORTHEASTERN_MONGOLIANS,1,
TAX_WORLDLANGUAGES_KINGA,1,
TAX_WORLDBIRDS_REDSHOULDERED_HAWKS,1,
TAX_TERROR_GROUP_CONTINUITY_IRA,1,
TAX_TERROR_GROUP_MUJAHIDEEN_YOUTH_MOVEMENT,1,
TAX_TERROR_GROUP_AL_JIHAD,1,
TAX_WORLDBIRDS_EASTERN_SCREECH_OWLS,1,
TAX_TERROR_GROUP_ISLAMIC_MOVEMENT_OF_KURDISTAN,1,
TAX_TERROR_GROUP_ISLAMIC_JIHAD_ORGANIZATION,1,
TAX_WORLDREPTILES_BOX_TURTLES,1,
TAX_TERROR_GROUP_ANSAR_JERUSALEM,1,
TAX_DISEASE_VASCULITIS,1,
TAX_WEAPONS_ANTI_TANK,1,
TAX_TERROR_GROUP_CONTINUITY_ARMY_COUNCIL,1,
TAX_TERROR_GROUP_ARMY_OF_MOHAMMED,1,
TAX_FNCACT_SIGNALMEN,1,
TAX_TERROR_GROUP_KAHANE_CHAI,1,
TAX_ETHNICITY_TIGRINYA,1,
TAX_FNCACT_TAXIDERMIST,1,
TAX_DISEASE_MUSCULOSKELETAL_PAIN,1,
TAX_FNCACT_TRENDSETTERS,1,
TAX_WORLDMAMMALS_AARDVARK,1,
TAX_WORLDLANGUAGES_QATARIS,1,
TAX_FNCACT_HEAD_WAITER,1,
TAX_WORLDINSECTS_YELLOW_CRAZY_ANT,1,
TAX_FNCACT_SECOND_MATE,1,
TAX_FNCACT_INFORMATION_SPECIALIST,1,
TAX_DISEASE_HEPATITIS_E,1,
TAX_FNCACT_ORDINAND,1,
TAX_WORLDLANGUAGES_WAIGALI,1,
TAX_WORLDLANGUAGES_SHINAS,1,
TAX_RELIGION_RELIGIOUS_MOVEMENTS,1,
TAX_RELIGION_OLD_BELIEVERS,1,
TAX_WORLDLANGUAGES_KAMSE,1,
WB_814_CITY_SYSTEMS,1,
TAX_WORLDLANGUAGES_BUNDALA,1,
TAX_WORLDFISH_FRESHWATER_EELS,1,
TAX_FNCACT_BELL_CAPTAINS,1,
MANMADE_DISASTER_BROWNOUT,1,
TAX_WORLDLANGUAGES_CULINA,1,
TAX_WORLDMAMMALS_BLACK_GIANT_SQUIRREL,1,
TAX_WORLDBIRDS_REDWINGED_BLACKBIRD,1,
TAX_DISEASE_DIABETES_MELLITUS,1,
TAX_AIDGROUPS_INTERNATIONAL_RELIEF_TEAMS,1,
TAX_WORLDBIRDS_HOODED_VULTURE,1,
TAX_WORLDBIRDS_COOPER_HAWK,1,
TAX_WORLDBIRDS_LITTLE_OWL,1,
TAX_FNCACT_FIELD_REPRESENTATIVE,1,
TAX_TERROR_GROUP_ITALIAN_RED_BRIGADES,1,
TAX_WORLDBIRDS_BLACKTAILED_GODWIT,1,
TAX_POLITICAL_PARTY_DEMOCRATIC_ALLIANCE_PARTY,1,
TAX_WORLDREPTILES_GILA_MONSTERS,1,
TAX_WORLDLANGUAGES_HIMBA,1,
TAX_WORLDBIRDS_BROWN_HORNBILL,1,
TAX_WORLDLANGUAGES_CHORO,1,
TAX_WORLDBIRDS_ORIENTAL_PIED_HORNBILL,1,
TAX_WORLDBIRDS_LESSER_ADJUTANT,1,
TAX_WORLDBIRDS_WOOD_SNIPE,1,
TAX_FNCACT_MAHARAJAHS,1,
TAX_WORLDBIRDS_WREATHED_HORNBILL,1,
TAX_WORLDLANGUAGES_KATANG,1,
TAX_WORLDLANGUAGES_KAMMU,1,
TAX_WORLDFISH_MANTA_RAY,1,
TAX_FNCACT_AGRICULTURAL_LABOURER,1,
TAX_WORLDLANGUAGES_MALAS,1,
TAX_TERROR_GROUP_REVOLUTIONARY_ARMED_ORGANISATIONS,1,
TAX_WORLDLANGUAGES_LEKON,1,
TAX_WORLDMAMMALS_KIT_FOXES,1,
TAX_TERROR_GROUP_RESISTANCE_FRONTS,1,
TAX_FNCACT_PROMULGATOR,1,
TAX_FNCACT_LAPIDARY,1,
TAX_WORLDLANGUAGES_TREGAMI,1,
TAX_FNCACT_WRANGLERS,1,
TAX_WORLDLANGUAGES_KANJU,1,
TAX_WORLDLANGUAGES_SINTE,1,
TAX_DISEASE_ALCOHOLIC_CIRRHOSIS,1,Drugs
TAX_WORLDMAMMALS_INDIAN_RHINOCEROS,1,
TAX_WORLDLANGUAGES_SNOHOMISH,1,
TAX_WORLDBIRDS_GREY_PARROT,1,
TAX_ETHNICITY_KALMYKS,1,
TAX_WORLDFISH_ALEWIFE,1,
TAX_FNCACT_GUNNERY_SERGEANT,1,
TAX_FNCACT_COSMOLOGIST,1,
TAX_WORLDLANGUAGES_MINGI,1,
TAX_AIDGROUPS_AGA_KHAN_DEVELOPMENT_NETWORK,1,
WB_1212_MONITORING_AND_EVALUATION_IN_JUSTICE,1,
WB_1213_JUSTICE_SECTOR_SURVEYS,1,
TAX_RELIGION_ISMAILI_MUSLIMS,1,
TAX_WORLDLANGUAGES_KAYANS,1,
TAX_ETHNICITY_TUPI,1,
TAX_WORLDFISH_LONGFIN,1,
TAX_TERROR_GROUP_ZOMI_REVOLUTIONARY_ARMIES,1,
TAX_WORLDFISH_SANDBAR_SHARKS,1,
TAX_FNCACT_AERIAL_PHOTOGRAPHER,1,
TAX_WORLDLANGUAGES_MOYON,1,
TAX_WORLDLANGUAGES_DHANGARS,1,
TAX_FNCACT_MANICURIST,1,
TAX_FNCACT_MANICURISTS,1,
TAX_WORLDLANGUAGES_HOTON,1,
TAX_ECON_FREETRADEAGREEMENTS_ANDEAN_COMMUNITY,1,
TAX_WORLDLANGUAGES_SAMATE,1,
TAX_WORLDLANGUAGES_BIG_BAY,1,
TAX_WORLDBIRDS_RED_KITE,1,
TAX_ETHNICITY_LUSEI,1,
TAX_DISEASE_TRICHINELLOSIS,1,
TAX_WORLDLANGUAGES_KAWARMA,1,
TAX_WORLDMAMMALS_HORSELESS,1,
TAX_DISEASE_RESPIRATORY_DISTRESS_SYNDROME,1,
TAX_FNCACT_FLUTIST,1,
TAX_WORLDLANGUAGES_JINMEN,1,
TAX_FNCACT_FERRYMEN,1,
TAX_WORLDLANGUAGES_GENTOOS,1,
TAX_WORLDLANGUAGES_KIBALI,1,
TAX_DISEASE_HYPOTHYROIDISM,1,
TAX_DISEASE_PROSTATITIS,1,
TAX_WORLDMAMMALS_PROBOSCIS_MONKEY,1,
TAX_WORLDREPTILES_LOGGERHEAD_SEA_TURTLE,1,
TAX_WORLDLANGUAGES_MBALI,1,
TAX_DISEASE_HEART_ARREST,1,
TAX_DISEASE_CYSTICERCOSIS,1,
TAX_WORLDLANGUAGES_KHIENG,1,
TAX_DISEASE_LACTOSE_INTOLERANCE,1,
TAX_WORLDMAMMALS_TOPIS,1,
TAX_WORLDREPTILES_AMERICAN_CROCODILE,1,
TAX_AIDGROUPS_DON_BOSCO_NETWORK,1,
TAX_FNCACT_CENSUS_TAKER,1,
TAX_TERROR_GROUP_MUSLIM_LIBERATION_ARMY,1,
TAX_WORLDLANGUAGES_KACCHI,1,
TAX_FNCACT_ARMORERS,1,
TAX_DISEASE_ROUNDWORM,1,
TAX_DISEASE_TAENIASIS,1,
TAX_FNCACT_HIRELING,1,
TAX_ETHNICITY_BERBERS,1,
TAX_FNCACT_HATCHECK_GIRLS,1,
TAX_WORLDMAMMALS_FLYING_SQUIRRELS,1,
TAX_ETHNICITY_CELTICS,1,
WB_1935_REGULATORY_ENFORCEMENT,1,
TAX_WORLDLANGUAGES_LUSHEI,1,
TAX_WORLDLANGUAGES_HRANGKHOL,1,
TAX_TERROR_GROUP_BODO_SECURITY_FORCE,1,
TAX_TERROR_GROUP_BODO_LIBERATION_TIGER_FORCE,1,
TAX_WORLDLANGUAGES_BIATE,1,
TAX_TERROR_GROUP_BODO_LIBERATION_TIGER,1,
TAX_FNCACT_FITNESS_INSTRUCTORS,1,
TAX_WORLDLANGUAGES_TAI_AHOMS,1,
TAX_RELIGION_DUTCH_REFORMED,1,
DISCRIMINATION_LGBT_QUEERPHOBIC,1,
TAX_TERROR_GROUP_COMMUNIST_PARTY_OF_GERMANY,1,
TAX_FNCACT_FLOOR_LEADER,1,
TAX_POLITICAL_PARTY_SOCIAL_DEMOCRATIC_PARTY_OF_GERMANY,1,
TAX_FNCACT_BONESETTER,1,
TAX_FNCACT_THEOLOGIST,1,
TAX_ETHNICITY_NAO,1,
TAX_WORLDBIRDS_BLACKNECKED_CRANES,1,
TAX_WORLDLANGUAGES_LA_HA,1,
TAX_WORLDBIRDS_HIMALAYAN_GRIFFONS,1,
TAX_WORLDMAMMALS_SPOTTED_SEAL,1,
TAX_WORLDLANGUAGES_TAURA,1,
TAX_RELIGION_BANGLADESHI_MUSLIM,1,
TAX_WORLDLANGUAGES_SHAHARI,1,
TAX_FNCACT_CHIEF_COMMISSIONERS,1,
TAX_WORLDLANGUAGES_PARUN,1,
TAX_WORLDLANGUAGES_MAKWARE,1,
ECON_WORLDCURRENCIES_LAO_KIP,1,
TAX_WORLDLANGUAGES_MITTU,1,
TAX_FNCACT_QUARRIER,1,
TAX_WORLDLANGUAGES_KUNYI,1,
TAX_WORLDLANGUAGES_CHINESE_SHAN,1,
TAX_FNCACT_SHAMEN,1,
TAX_DISEASE_FACIAL_PARALYSIS,1,
TAX_ETHNICITY_ALSATIAN,1,
TAX_DISEASE_ADHESIONS,1,
TAX_FNCACT_MACHINE_POLITICIANS,1,
TAX_WORLDLANGUAGES_ALSATIAN,1,
TAX_FNCACT_CLEANING_WOMEN,1,
TAX_FNCACT_AIDWORKERS,1,
TAX_FNCACT_GROOMSMEN,1,
TAX_TERROR_GROUP_BLACK_HEADBANDS,1,
TAX_WORLDLANGUAGES_BELORUSSIANS,1,
TAX_WORLDARACHNIDS_ORBWEAVER,1,
TAX_RELIGION_GNOSTIC,1,
TAX_WORLDLANGUAGES_GULAY,1,
TAX_DISEASE_QUADRIPLEGIA,1,
TAX_TERROR_GROUP_REVOLUTIONARY_NATIONALIST_MOVEMENTS,1,
TAX_WORLDLANGUAGES_SHURO,1,
TAX_TERROR_GROUP_ZOMI_REVOLUTIONARY_ORGANIZATION,1,
SOC_POINTSOFINTEREST_COAST_GUARD_BASE,1,
TAX_WORLDLANGUAGES_SANGTAM,1,
WB_2632_DESTINATION_DEVELOPMENT,1,
TAX_WORLDLANGUAGES_THAI_DOES,1,
TAX_FNCACT_WOODWORKER,1,
TAX_FNCACT_GENTLELADY,1,
TAX_WORLDLANGUAGES_BEDAWI,1,
TAX_WORLDLANGUAGES_MANIKA,1,
TAX_FNCACT_GLAZIERS,1,
TAX_WORLDLANGUAGES_WINTU,1,
TAX_WORLDLANGUAGES_GALOS,1,
TAX_TERROR_GROUP_ROHINGYA_SOLIDARITY_ORGANISATIONS,1,
TAX_WORLDLANGUAGES_SEBUYAU,1,
TAX_WORLDLANGUAGES_MAWAS,1,
TAX_WORLDMAMMALS_ASIAN_PALM_CIVETS,1,
WB_2450_PRIVATE_SECURITY_PROVIDERS,1,
ECON_SUSPICIOUSACTIVITYREPORT,1,
TAX_WORLDLANGUAGES_TUMARA,1,
TAX_WORLDLANGUAGES_BOLANGO,1,
TAX_WORLDLANGUAGES_MEHEK,1,
TAX_WORLDLANGUAGES_VERRES,1,
TAX_DISEASE_HIP_DYSPLASIA,1,
TAX_DISEASE_HEPATITIS_D,1,
TAX_RELIGION_EVANGELICAL_LUTHERAN_CHURCH,1,
TAX_WORLDLANGUAGES_SAKHAS,1,
TAX_RELIGION_IRAQI_CHRISTIAN,1,
TAX_WORLDFISH_BULLHEAD_SHARK,1,
TAX_FNCACT_NEONATOLOGIST,1,
TAX_ETHNICITY_AINUS,1,
TAX_WORLDLANGUAGES_KONDA,1,
TAX_DISEASE_CONTUSIONS,1,
TAX_DISEASE_CHOREA,1,
TAX_DISEASE_ABDOMINAL_INJURIES,1,
TAX_POLITICAL_PARTY_NATIONAL_DEMOCRATIC_MOVEMENT,1,
TAX_RELIGION_MONOTHEIST,1,
HUMAN_RIGHTS_ABUSES_WATERBOARDED,1,HumanRights
TAX_DISEASE_HEMORRHOIDS,1,
TAX_RELIGION_ELIM_CHURCH,1,
TAX_TERROR_GROUP_PATTANI_UNITED_LIBERATION_ORGANIZATION,1,
TAX_WORLDLANGUAGES_KALENJIN,1,
TAX_ETHNICITY_KALENJIN,1,
TAX_WORLDLANGUAGES_DIGUL,1,
TAX_TERROR_GROUP_DARUL_ISLAM,1,
TAX_WORLDLANGUAGES_MOUBI,1,
MANMADE_DISASTER_MARITIME_DISASTER,1,
TAX_WORLDLANGUAGES_ANUAK,1,
TAX_WORLDLANGUAGES_GOLIATHS,1,
TAX_WORLDBIRDS_HUIA,1,
TAX_TERROR_GROUP_BODO_LIBERATION_TIGERS,1,
TAX_WORLDLANGUAGES_WARRI,1,
TAX_DISEASE_DIAPER_RASH,1,
TAX_DISEASE_FOREIGN_BODIES,1,
NATURAL_DISASTER_OVERFLOWING_ITS_BANKS,1,
TAX_AGRICULHARMINSECTS_APHID,1,
TAX_WORLDREPTILES_MORELET_CROCODILE,1,
TAX_WORLDLANGUAGES_MAKOA,1,
TAX_DISEASE_COGNITIVE_DISEASE,1,
TAX_TERROR_GROUP_SHAN_STATE_PROGRESSIVE_PARTY,1,
WB_580_LOW_CARBON_DEVELOPMENT,1,
TAX_WORLDLANGUAGES_AREARS,1,
TAX_FNCACT_COURT_CLERK,1,
TAX_POLITICAL_PARTY_FINE_GAEL,1,
TAX_WORLDBIRDS_WILLET,1,
TAX_DISEASE_MARBURG_VIRUS,1,
TAX_WORLDBIRDS_PEREGRINE_FALCON,1,
TAX_ETHNICITY_MENDS,1,
TAX_TERROR_GROUP_ALL_INDIA_COORDINATION_COMMITTEE_OF,1,
TAX_FNCACT_RUNWAY_MODELS,1,
TAX_WORLDFISH_SERGEANT_MAJORS,1,
TAX_ETHNICITY_PEUHL,1,
TAX_FNCACT_SERGEANT_MAJORS,1,
TAX_FNCACT_CERAMIST,1,
TAX_WORLDLANGUAGES_DJAWA,1,
TAX_WORLDLANGUAGES_MAGHI,1,
TAX_WORLDBIRDS_RUDDY_DUCK,1,
TAX_WORLDMAMMALS_CHINESE_PANGOLINS,1,
TAX_FNCACT_EXTERMINATOR,1,
TAX_FNCACT_BRAKEMAN,1,
TAX_ETHNICITY_SOUTH_NDEBELE,1,
TAX_POLITICAL_PARTY_DEMOCRATIC_SOCIALIST_PARTY,1,
TAX_TERROR_GROUP_PURBA_BANGLAR_SARBAHARA_PARTY,1,
TAX_WORLDLANGUAGES_GUJARS,1,
TAX_TERROR_GROUP_MOVEMENT_FOR_THE_PROTECTION_OF,1,
ECON_WORLDCURRENCIES_SYRIAN_POUND,1,
TAX_DISEASE_RESPIRATORY_TRACT_DISEASES,1,
TAX_WORLDLANGUAGES_RIANG,1,
WB_1095_POLITICAL_AND_INSTITUTIONAL_SUSTAINABILITY,1,
TAX_WORLDLANGUAGES_PEUHL,1,
TAX_FNCACT_FAVORITE_SON,1,
TAX_WORLDLANGUAGES_BULGAR,1,
TAX_WORLDFISH_FLATFISH,1,
TAX_ETHNICITY_BATWA,1,
TAX_WORLDLANGUAGES_BATWA,1,
TAX_WORLDMAMMALS_GELADA,1,
TAX_WORLDMAMMALS_INDIAN_PANGOLINS,1,
TAX_ETHNICITY_NDONGA,1,
TAX_WORLDLANGUAGES_NDONGA,1,
TAX_AIDGROUPS_AMERICAN_FRIENDS_SERVICE_COMMITTEE,1,
TAX_WORLDLANGUAGES_WHITE_KAREN,1,
TAX_WORLDLANGUAGES_WHITE_KARENS,1,
TAX_FNCACT_NEWSPAPER_EDITORS,1,
TAX_DISEASE_HERPES,1,
TAX_WORLDLANGUAGES_MUNDU,1,
TAX_AIDGROUPS_CATHOLIC_AGENCY_FOR_OVERSEAS_DEVELOPMENT,1,
TAX_DISEASE_FATIGUE_SYNDROME,1,
TAX_WORLDBIRDS_CRESTED_EAGLE,1,
TAX_WORLDLANGUAGES_GOWRI,1,
TAX_DISEASE_CHRONIC_FATIGUE_SYNDROME,1,
TAX_DISEASE_LISTERIOSIS,1,
TAX_FNCACT_FIRST_MATE,1,
TAX_WORLDLANGUAGES_KRAVET,1,
WB_2168_EDUCATIONAL_EQUITY,1,Schooling
TAX_ETHNICITY_JEHOVAH_WITNESS,1,
TAX_RELIGION_JEHOVAH_WITNESS,1,
TAX_FNCACT_PARAPROFESSIONALS,1,
TAX_AIDGROUPS_AFGHAN_WOMEN_NETWORK,1,
TAX_WORLDMAMMALS_AMERICAN_MINKS,1,
TAX_WORLDLANGUAGES_MAMAA,1,
TAX_ETHNICITY_CRIMEAN_TATAR,1,
TAX_WORLDLANGUAGES_CRIMEAN_TATAR,1,
TAX_FNCACT_YACHTSMEN,1,
TAX_DISEASE_CHRONIC_DEPRESSION,1,
TAX_FNCACT_BOSUN,1,
TAX_POLITICAL_PARTY_MALAYSIAN_CHINESE_ASSOCIATION,1,
TAX_POLITICAL_PARTY_PROGRESSIVE_DEMOCRATIC_PARTY,1,
TAX_FNCACT_SALESWOMEN,1,
TAX_WORLDLANGUAGES_TAKAM,1,
TAX_WORLDLANGUAGES_BODOMO,1,
TAX_FNCACT_MINSTREL,1,
TAX_TERROR_GROUP_BIPLOBI_COMMUNIST_PARTY,1,
TAX_WORLDLANGUAGES_LINGALA,1,
TAX_ETHNICITY_MADI,1,
TAX_WORLDLANGUAGES_WAKHI,1,
TAX_WORLDLANGUAGES_NEDERLANDS,1,
TAX_FNCACT_EXECUTIVE_VICE_PRESIDENTS,1,
TAX_WORLDLANGUAGES_NAMAQUA,1,
TAX_WORLDLANGUAGES_STANDARD_THAI,1,
TAX_WORLDLANGUAGES_BARELAS,1,
TAX_WORLDLANGUAGES_KOTTA,1,
TAX_WORLDMAMMALS_GREATER_BAMBOO_LEMUR,1,
TAX_POLITICAL_PARTY_IRAQI_COMMUNIST_PARTY,1,
TAX_WORLDLANGUAGES_KAMARI,1,
TAX_WORLDLANGUAGES_PAIWAN,1,
TAX_WORLDMAMMALS_GOITERED_GAZELLE,1,
TAX_ETHNICITY_COPTS,1,
TAX_RELIGION_CHRISTIAN_COPTS,1,
NATURAL_DISASTER_GRASS_FIRE,1,
TAX_TERROR_GROUP_LEBANESE_COMMUNIST_PARTY,1,
TAX_WORLDMAMMALS_SEA_OTTERS,1,
TAX_ETHNICITY_LINGALA,1,
TAX_WORLDLANGUAGES_DEHATI,1,
TAX_WORLDLANGUAGES_SUBIYA,1,
TAX_WORLDLANGUAGES_CHUKA,1,
TAX_TERROR_GROUP_AL_SAIQA,1,
TAX_ETHNICITY_SUBIYA,1,
TAX_WORLDLANGUAGES_CHALDEANS,1,
TAX_ETHNICITY_AFRIKANERS,1,
ECON_WORLDCURRENCIES_SUDANESE_POUNDS,1,
MANMADE_DISASTER_ABANDONING_SHIP,1,
ECON_DEVELOPMENTORGS_ISLAMIC_DEVELOPMENT_BANK,1,
ECON_WORLDCURRENCIES_SAUDI_RIYALS,1,
TAX_RELIGION_PRESBYTERIAN_EVANGELICAL,1,
TAX_WORLDLANGUAGES_BOLIA,1,
TAX_DISEASE_OSTEOSARCOMA,1,
TAX_RELIGION_SABIAN,1,
TAX_WORLDLANGUAGES_KOLMI,1,
TAX_WORLDLANGUAGES_RONGE,1,
TAX_FNCACT_DOMESTIC_HELPS,1,
TAX_ETHNICITY_KADAZAN,1,
TAX_AGRICULHARMINSECTS_DESERT_LOCUSTS,1,
TAX_WORLDLANGUAGES_TURAMA,1,
TAX_DISEASE_TETRALOGY_OF_FALLOT,1,
TAX_FNCACT_COASTGUARDSMAN,1,
TAX_WORLDLANGUAGES_JINYU,1,
TAX_AIDGROUPS_LUTHERAN_WORLD_RELIEF,1,
TAX_WORLDLANGUAGES_KADAZAN,1,
TAX_WORLDLANGUAGES_LODHA,1,
TAX_TERROR_GROUP_PAKISTAN_MUSLIM_LEAGUE_NAWAZ,1,
TAX_TERROR_GROUP_PAKISTAN_MUSLIM_LEAGUE,1,
TAX_POLITICAL_PARTY_PAKISTAN_MUSLIM_LEAGUE,1,
TAX_WORLDLANGUAGES_KARAMI,1,
TAX_FNCACT_PILOT_OFFICERS,1,
